Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor,Subsector
GoBumpr,Automotive,Seed,7800.0,"Mylapore, Tamil Nadu, India",Car Service and Bike Service Mobile App,2018,,,," E-Commerce, Mobile"
Fixpocket,Computer,Seed,3250.0,Ahmedabad,Fixpocket is a internet-based startup.,2018,,,," Digital Marketing, Facilities Support Services, Graphic Design, Internet, Mobile Apps, Social Media Marketing, Web Development"
edureka!,Android,Series A,26000.0,Bangalore,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,,,," Big Data, Blockchain, Cloud Computing, EdTech, Education, Information Technology, iOS, Training, Web Development"
Wow Express,Delivery,Series A,58500.0,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,,,," Information Technology, Mobile Apps"
ZunRoof,Environmental Consulting,Angel,215800.0,Gurugram,ZunRoof is a rooftop focused solar startup.,2018,,,, Renewable Energy
Eggoz,Food and Beverages,Angel,156000.0,Indore,Eggoz is a full-stack layer poultry business operator & service provider .,2018,,,, Food Processing
Sqrrl Fintech,Big Data,Seed,13000.0,Gurugram,Personal Finance,2018,,,," Business Intelligence, Financial Services, FinTech, Personal Finance"
IndiQube,Commercial Real Estate,Series A,195000.0,Bangalore,IndiQube is a provider of co-working spaces based in Bengaluru.,2018,,,," Coworking, Office Administration, Real Estate"
EGK Foods,Food and Beverages,Seed,260000.0,Mumbai,A food processing enterprise registered with StartUp India .,2018,,,," Food Processing, Organic Food, Snack Food"
NirogStreet,Tech,Seed,3900.0,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018,,,," Health Care, Internet, Mobile Apps, Personal Health"
Pixr8,Media,Seed,650.0,"Ghaziabad, Uttar Pradesh, India",Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,2018,,,," Incubators, Social Entrepreneurship"
Nivesh.com,FinTech,Seed,390000.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,2018,,,," Financial Services, Marketing"
Hey Deedee,Delivery Service,Seed,429000.0,Mumbai,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,2018,,,," Logistics, Service Industry"
DigiConnectt Technologys,InfoTech & Services,Seed,1625.0,Bangalore,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018,,,, Information Technology
Locus.sh,Big Data,Series A,52000.0,Bangalore,Locus is an intelligent logistics automation platform.,2018,,,," Data Visualization, Logistics, Software"
Sports Flashes Pvt. Ltd,Basketball,Seed,13000.0,Delhi,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",2018,,,," Cricket, Cycling, eSports, Fitness, Golf, Health Care, Hockey, Sports, Swimming, Table Tennis, Volley Ball"
Picxy,Tech,Seed,1690.0,"Guntur, Andhra Pradesh, India","A stock photo startup based in Amravati, Andhra Pradesh.",2018,,,,
Huddle,Consulting,Seed,3900.0,Haryana,A coworking incubator Company.,2018,,,,
Cash Suvidha,FinTech,Seed,13000.0,Delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,2018,,,,
Smartcoin,Big Data,Seed,26000.0,Bangalore,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018,,,," Financial Services, Machine Learning, Predictive Analytics"
Roadcast,Undisclosed,Angel,3250.0,Delhi,Transforming the way businesses deliver. Work-force & fleet mobility tools.,2018,,,,
Printline Media(ThePrint),Media,Seed,453700.0,Delhi,A digital news platform.,2018,,,," News, Publishing"
Doxper,HealthTech,Seed,936000.0,Mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018,,,, Hospital
i2ifunding,Crowdfunding,Angel,650000.0,Noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018,,,," Finance, Financial Services"
Fasal,AgriTech,Seed,1560.0,Bangalore,Climate Smart Precision Agriculture Platform,2018,,,," AgTech, Artificial Intelligence, Internet of Things, Machine Learning"
CoinGeto,Cryptocurrency,Seed,1560000.0,Delhi,CoinGeto is one of India’s most advanced digital assets exchange.,2018,,,, Trading Platform
Avail Finance,FinTech,Series A,223600.0,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2018,,,," FinTech, Mobile Payments"
Tripeur,InfoTech & Services,Seed,7800.0,Bangalore,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018,,,,
Doubtnut,E-Learning,Seed,455000.0,Gurugram,Gurgaon based E-learning platform.,2018,,,," EdTech, Education, Image Recognition, Machine Learning, STEM Education"
MCaffeine,Consumer Goods,Seed,416000.0,Mumbai,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,2018,,,,
TrustCheckr,InfoTech & Services,Angel,1300.0,Bangalore,A Bengaluru-based fraud analytics solution provider .,2018,,,,
HealthAssure,Fitness,Seed,13000.0,Mumbai,HealthAssure provides access to Discounted & High Quality primary care medical network.,2018,,,," Health Care, Wellness"
Picture TIme,Digital Entertainment,Seed,3250000.0,Delhi,Operator of low-cost mobile cinema theatres in rural areas.,2018,,,,
1Crowd,Crowdsourcing,Angel,45500.0,Mumbai,Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures,2018,,,," Financial Services, Funding Platform, Venture Capital"
Wellthy Therapeutics Pvt Ltd,HealthTech,Seed,1755000.0,Mumbai,"Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",2018,,,, Hospital
Kuvera.in,FinTech,Angel,3250.0,Bangalore,An online platform for mutual fund investments.,2018,,,,
Livehealth,HealthTech,Seed,14300.0,Pune,Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,2018,,,," Information Technology, Management Information Systems"
Gramophone,Farming,Seed,13000.0,Indore,An agricultural inputs startup Company.,2018,,,,
Buddy4Study.com,Career Planning,Series A,39000.0,Noida,Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,2018,,,," Education, Higher Education, Service Industry"
Toffee,Undisclosed,Seed,19500.0,Gurugram,"Toffee is a bite size, micro-event & contextual insurtech startup which aims to de-jargonise the insurance buying experience.",2018,,,,
ORO Wealth,Undisclosed,Series A,20800.0,Mumbai,Online wealth management platform,2018,,,,
HealWell24,Dental,Seed,2600.0,Mumbai,"HealWell24 is India's emerging technology-empowered healthcare company, aiming to bring world-class quality healthcare services anywhere.",2018,,,," Elder Care, Health Care, Home Health Care, Personal Health"
Acko General Insurance,FinTech,Series A,156000.0,Mumbai,Acko General Insurance is a digital insurance company in India that redefines insurance for the consumers.,2018,,,," Insurance, Private Social Networking"
arzooo.com,Consumer Electronics,Seed,195000.0,Bangalore,E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,2018,,,," E-Commerce, E-Commerce Platforms, Electronics, Shipping, Shopping"
Bonphul Air Products,CleanTech,Angel,260000.0,Delhi,A clean tech product Company,2018,,,,
Edyoo,EdTech,Seed,13000.0,Bangalore,"Edyoo.com is a technology platform that offers the most intuitive design, flexibility, and ease of use.",2018,,,,
Chtrbox,Advertising,Angel,130000.0,Mumbai,Chtrbox connects social media influencers with brands .,2018,,,," Internet, Marketing"
Aashiyaan Housing and Development Finance,FinTech,Seed,1755000.0,Kolkata,Provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,2018,,,,
BetterPlace Safety Solutions Pvt. Ltd.,Human Resources,Series A,39000.0,Bangalore,"BetterPlace provides businesses with contractor workforce management, including onboarding, training, and background checks.",2018,,,," Security, Training"
Cashkumar,Consumer Lending,Seed,650000.0,Bangalore,A P2P Lending Platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in India,2018,,,," Finance, FinTech"
Rocketium,Marketing,Seed,260000.0,Bangalore,Easy video creation for social media.,2018,,,," Social Media, Video"
mfine,HealthTech,Series A,54600.0,Bangalore,Hospital & Health Care Start up,2018,,,, Hospital
Earth Food,Food and Beverages,Seed,832000.0,Pune,Earth Food is a healthy Food Start Up.,2018,,,, Food Processing
Charcoal Eats,Food Processing,Seed,650000.0,Mumbai,Charcoal Eats aims to bring Dominos style standardisation.,2018,,,,
TheCollegeFever,Brand Marketing,Seed,3250.0,Bangalore,"TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",2018,,,," Event Promotion, Marketing, Sponsorship, Ticketing"
Wicked Ride Adventure Services Private Limited,Automotive,Venture - Series Unknown,10000000.0,Bangalore,Peer-to-Peer motor vehicles sharing,2018,,,," Last Mile Transportation, Peer to Peer, Ride Sharing"
Career Anna,Commercial,Seed,520000.0,Bangalore,India's Go to Career Commerce Portal,2018,,,," E-Learning, Education"
ERUDITUS Executive Education,Continuing Education,Series C,40000000.0,Mumbai,"Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes",2018,,,," EdTech, Education, Skill Assessment"
Square Off,Internet of Things,Seed,1100000.0,Mumbai,Delivering Imagination,2018,,,, Robotics
UrbanClap,Tech,Series D,50000000.0,Delhi,UrbanClap is India's leading managed marketplace for home services.,2018,,,," Home Services, Information Services, Information Technology"
Hospals,Medical,Seed,1500000.0,Delhi,Hospals is a medical tourism company.,2018,,,, Tourism
Kogta Financial India Limited,FinTech,Series B,20020000.0,Jaipur,Kogta Financial (India) Ltd is a retail-focused non banking financial company .,2018,,,,
The Souled Store,Fashion,Venture - Series Unknown,3000000.0,Mumbai,"The Souled Store bring to you awesome t-shirts, framed prints, badges, notebooks, coasters.",2018,,,," Graphic Design, Wearables"
Hush - Speak Up. Make Work Better,Communities,Seed,585000.0,Bangalore,Enabling diversity of opinions in organizations,2018,,,," Leisure, Mobile Apps, Software"
Drivezy,Automotive,Debt Financing,100000000.0,Bangalore,Drivezy is India's largest vehicle sharing platform which helps people turn their vehicles into earning members of their family.,2018,,,," Rental, Sharing Economy"
Freyr Energy,Energy,Series A,1500000.0,Hyderabad,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",2018,,,," Environmental Consulting, Renewable Energy, Solar"
NIRAMAI Health Analytix,HealthTech,Seed,6000000.0,Bangalore,NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix.,2018,,,, Hospital
CloudSek,InfoTech & Services,Seed,1820000.0,Bangalore,Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats.,2018,,,," SaaS, Security"
Lendbox,Crowdfunding,Seed,780000.0,Delhi,Lendbox is India's leading peer-to-peer lending online lending platform.,2018,,,," Financial Services, Internet"
Verloop,Customer Service,Series A,3000000.0,Bangalore,Verloop is an automated customer support and engagement platform.,2018,,,," Information Technology, Internet, Sales Automation"
Paymatrix,Credit Cards,Seed,100000.0,Hyderabad,India's Leading Property Rent management platform,2018,,,," Payments, Property Insurance, Property Management, Rental Property"
Idha Skin Clinic,Beauty,Seed,65000.0,Bangalore,Idha skin clinic jayanagar is dedicated to restore health and natural beauty to your skin.,2018,,,," Cosmetics, Health Care, Service Industry"
InCred,Banking,Private Equity,41900000.0,Mumbai,InCred Finance is a mumbai-based non-banking financial company,2018,,,," Finance, Financial Services"
Vedantu,EdTech,Series B,11000000.0,Bangalore,Vedantu provides personalized LIVE Online Tutoring. Vedantu aims to democratize teaching by creating a marketplace of Teachers,2018,,,," Education, Mobile, Tutoring"
Stelis Biopharma,Biopharma,Series B,100000000.0,Bangalore,Stelis Biopharma is a vertically integrated biopharmaceutical company,2018,,,,
Magicpin,E-Commerce,Series C,18330000.0,Gurugram,"Magicpin is a platform where users and merchants in a locality discover, interact, and transact.",2018,,,," E-Commerce Platforms, Retail"
Mech Mocha,Digital Entertainment,Series B,3530000.0,Bangalore,Mech Mocha is a mobile gaming startup based in Bangalore working towards ‘Making India Play’ .,2018,,,," Mobile, PC Games"
Aye Finance,FinTech,Debt Financing,936000.0,Gurugram,Aye Finance provides financial services to micro and small businesses in Northern India.,2018,,,," Financial Services, Small and Medium Businesses"
Aldopay,Mobile Payments,Seed,200000.0,Chennai,Mobile Wallet Focusing on hassle free checkout via Finger Print & OTP.,2018,,,,
Detect Technologies,AI,Series A,3300000.0,Chennai,Completely automated remote control system.,2018,,,," Energy, Oil and Gas"
Signzy,Computer,Series A,3120000.0,Bangalore,Signzy are creating 'building blocks for a Digital Trust system.,2018,,,," FinTech, Risk Management, Software"
CashRich,Tech,Seed,1000000.0,Mumbai,A Mumbai-based fin-tech startup,2018,,,," Financial Services, FinTech"
CropIn Technologies,AgriTech,Series B,7540000.0,Bangalore,"To discover, develop and deliver innovative solution in Agtech Space",2018,,,, Mobile
Yaantra,InfoTech & Services,Debt Financing,2000000.0,Delhi,"Yaantra, India’s leading mobile phone repair, refurbished & Unboxed centre In India",2018,,,," Information Technology, Mobile, Software"
